OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
26065;A000603951;A342S;UNISALUTE S.P.A.
26066;A000603951;A505S;UNIPOL ASSICURAZIONI S.P.A.
26067;A000603977;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26068;A000603977;A463S;ALLIANZ SOCIETA' PER AZIONI
26069;A000604164;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26070;A000604218;A342S;UNISALUTE S.P.A.
26071;A000604218;A505S;UNIPOL ASSICURAZIONI S.P.A.
26072;A000604339;A135S;VITTORIA ASSICURAZIONI S.P.A.
26073;A000604626;A037S;AXA ASSICURAZIONI S.P.A.
26074;A000604626;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26075;A000604626;C399R;INTER PARTNER ASSISTANCE SA
26076;A000604654;A135S;VITTORIA ASSICURAZIONI S.P.A.
26077;A000604747;A037S;AXA ASSICURAZIONI S.P.A.
26078;A000604747;C399R;INTER PARTNER ASSISTANCE SA
26079;A000604747;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
26080;A000604747;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26081;A000604747;D962R;XL INSURANCE COMPANY SE
26082;A000604888;A044S;GENERALI ITALIA S.P.A.
26083;A000604888;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26084;A000604888;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26085;A000605033;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26086;A000605033;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26087;A000605042;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26088;A000605042;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26089;A000605042;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26090;A000605042;A294S;SARA VITA S.P.A.
26091;A000605042;A337S;NOBIS VITA S.P.A.
26092;A000605042;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
26093;A000605042;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
26094;A000605042;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
26095;A000605206;A342S;UNISALUTE S.P.A.
26096;A000605206;A505S;UNIPOL ASSICURAZIONI S.P.A.
26097;A000605478;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
26098;A000605478;A183S;ITAS VITA S.P.A.
26099;A000605497;A342S;UNISALUTE S.P.A.
26100;A000605497;A505S;UNIPOL ASSICURAZIONI S.P.A.
26101;A000605676;A037S;AXA ASSICURAZIONI S.P.A.
26102;A000605699;A044S;GENERALI ITALIA S.P.A.
26103;A000605699;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26104;A000605699;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26105;A000605712;A037S;AXA ASSICURAZIONI S.P.A.
26106;A000605712;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26107;A000605712;C399R;INTER PARTNER ASSISTANCE SA
26108;A000605712;D870R;AXA LIFE EUROPE DAC
26109;A000605712;D962R;XL INSURANCE COMPANY SE
26110;A000605730;A037S;AXA ASSICURAZIONI S.P.A.
26111;A000605747;A055X;HDI ASSICURAZIONI S.P.A.
26112;A000605900;A037S;AXA ASSICURAZIONI S.P.A.
26113;A000605913;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26114;A000605913;A294S;SARA VITA S.P.A.
26115;A000606195;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
26116;A000606195;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
26117;A000606311;A044S;GENERALI ITALIA S.P.A.
26118;A000606311;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26119;A000606311;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26120;A000606346;A342S;UNISALUTE S.P.A.
26121;A000606346;A505S;UNIPOL ASSICURAZIONI S.P.A.
26122;A000606369;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
26123;A000606369;A183S;ITAS VITA S.P.A.
26124;A000606369;A292S;HELVETIA ITALIA ASSICURAZIONI S.P.A.
26125;A000606369;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26126;A000606369;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
26127;A000606369;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
26128;A000606517;A037S;AXA ASSICURAZIONI S.P.A.
26129;A000606517;C399R;INTER PARTNER ASSISTANCE SA
26130;A000606517;D870R;AXA LIFE EUROPE DAC
26131;A000606548;A044S;GENERALI ITALIA S.P.A.
26132;A000606548;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26133;A000606705;A044S;GENERALI ITALIA S.P.A.
26134;A000606705;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26135;A000606786;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26136;A000606786;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26137;A000606969;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26138;A000606969;D952R;LLOYD'S INSURANCE COMPANY SA
26139;A000606969;D975R;ACCELERANT INSURANCE EUROPE SA/NV
26140;A000606970;A037S;AXA ASSICURAZIONI S.P.A.
26141;A000606970;C399R;INTER PARTNER ASSISTANCE SA
26142;A000606970;D870R;AXA LIFE EUROPE DAC
26143;A000606970;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26144;A000607017;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26145;A000607017;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26146;A000607017;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
26147;A000607531;A342S;UNISALUTE S.P.A.
26148;A000607531;A505S;UNIPOL ASSICURAZIONI S.P.A.
26149;A000607611;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26150;A000607622;A342S;UNISALUTE S.P.A.
26151;A000607622;A505S;UNIPOL ASSICURAZIONI S.P.A.
26152;A000607705;A037S;AXA ASSICURAZIONI S.P.A.
26153;A000607705;C399R;INTER PARTNER ASSISTANCE SA
26154;A000607757;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26155;A000607757;D866R;ZURICH INSURANCE EUROPE AG
26156;A000607757;X497R;ZURICH INSURANCE COMPANY LTD
26157;A000607774;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26158;A000607774;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26159;A000607775;A342S;UNISALUTE S.P.A.
26160;A000607775;A505S;UNIPOL ASSICURAZIONI S.P.A.
26161;A000607840;A044S;GENERALI ITALIA S.P.A.
26162;A000607876;A342S;UNISALUTE S.P.A.
26163;A000607876;A505S;UNIPOL ASSICURAZIONI S.P.A.
26164;A000607877;A135S;VITTORIA ASSICURAZIONI S.P.A.
26165;A000607892;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26166;A000607892;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
26167;A000607929;A044S;GENERALI ITALIA S.P.A.
26168;A000607929;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26169;A000607995;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
26170;A000607995;A183S;ITAS VITA S.P.A.
26171;A000607996;A044S;GENERALI ITALIA S.P.A.
26172;A000607996;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26173;A000607997;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26174;A000608057;A135S;VITTORIA ASSICURAZIONI S.P.A.
26175;A000608066;A342S;UNISALUTE S.P.A.
26176;A000608066;A505S;UNIPOL ASSICURAZIONI S.P.A.
26177;A000608067;A044S;GENERALI ITALIA S.P.A.
26178;A000608104;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26179;A000608113;A055X;HDI ASSICURAZIONI S.P.A.
26180;A000608354;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26181;A000608738;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26182;A000608739;A077S;ZURICH INVESTMENTS LIFE S.P.A.
26183;A000608739;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26184;A000608739;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
26185;A000608739;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
26186;A000608739;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26187;A000608739;D866R;ZURICH INSURANCE EUROPE AG
26188;A000608739;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26189;A000608739;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
26190;A000608739;X497R;ZURICH INSURANCE COMPANY LTD
26191;A000608740;A044S;GENERALI ITALIA S.P.A.
26192;A000608740;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26193;A000608740;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26194;A000608811;A044S;GENERALI ITALIA S.P.A.
26195;A000608811;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26196;A000608811;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26197;A000608896;A478S;AMTRUST ASSICURAZIONI S.P.A.
26198;A000609430;A044S;GENERALI ITALIA S.P.A.
26199;A000609430;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26200;A000609430;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26201;A000609457;A342S;UNISALUTE S.P.A.
26202;A000609457;A505S;UNIPOL ASSICURAZIONI S.P.A.
26203;A000609573;A044S;GENERALI ITALIA S.P.A.
26204;A000609573;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26205;A000609573;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26206;A000609590;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26207;A000609590;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26208;A000609590;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26209;A000609590;D903R;AFI ESCA IARD
26210;A000609590;D906R;AFI ESCA
26211;A000609611;A037S;AXA ASSICURAZIONI S.P.A.
26212;A000609611;C399R;INTER PARTNER ASSISTANCE SA
26213;A000609611;D870R;AXA LIFE EUROPE DAC
26214;A000609663;A037S;AXA ASSICURAZIONI S.P.A.
26215;A000609663;A419S;INTESA SANPAOLO PROTEZIONE S.P.A.
26216;A000609663;C399R;INTER PARTNER ASSISTANCE SA
26217;A000609665;A135S;VITTORIA ASSICURAZIONI S.P.A.
26218;A000609855;A342S;UNISALUTE S.P.A.
26219;A000609855;A505S;UNIPOL ASSICURAZIONI S.P.A.
26220;A000609858;A342S;UNISALUTE S.P.A.
26221;A000609858;A505S;UNIPOL ASSICURAZIONI S.P.A.
26222;A000609859;A135S;VITTORIA ASSICURAZIONI S.P.A.
26223;A000609988;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
26224;A000609988;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26225;A000609988;A183S;ITAS VITA S.P.A.
26226;A000609988;A339S;CNP VITA ASSICURA S.P.A.
26227;A000609988;A342S;UNISALUTE S.P.A.
26228;A000609988;A463S;ALLIANZ SOCIETA' PER AZIONI
26229;A000609988;A505S;UNIPOL ASSICURAZIONI S.P.A.
26230;A000609988;D891R;AWP P&C S.A.
26231;A000609988;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26232;A000609988;D947R;AIG EUROPE S.A.
26233;A000610028;A175S;SIAT SOCIETA' ITALIANA ASSICURAZIONI E RIASSICURAZIONI PER AZIONI
26234;A000610028;A342S;UNISALUTE S.P.A.
26235;A000610028;A484S;TUTELA LEGALE S.P.A.
26236;A000610028;A505S;UNIPOL ASSICURAZIONI S.P.A.
26237;A000610053;A044S;GENERALI ITALIA S.P.A.
26238;A000610053;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26239;A000610053;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26240;A000610183;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26241;A000610354;A342S;UNISALUTE S.P.A.
26242;A000610354;A505S;UNIPOL ASSICURAZIONI S.P.A.
26243;A000610411;A044S;GENERALI ITALIA S.P.A.
26244;A000610411;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26245;A000610411;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26246;A000610464;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26247;A000610464;A294S;SARA VITA S.P.A.
26248;A000610567;A339S;CNP VITA ASSICURA S.P.A.
26249;A000610567;A463S;ALLIANZ SOCIETA' PER AZIONI
26250;A000610691;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26251;A000610780;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26252;A000610780;A463S;ALLIANZ SOCIETA' PER AZIONI
26253;A000610780;D878R;ALLIANZ GLOBAL LIFE DAC
26254;A000610780;D891R;AWP P&C S.A.
26255;A000610992;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
26256;A000611104;A342S;UNISALUTE S.P.A.
26257;A000611104;A505S;UNIPOL ASSICURAZIONI S.P.A.
26258;A000611150;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26259;A000611150;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26260;A000611660;A055X;HDI ASSICURAZIONI S.P.A.
26261;A000611660;A478S;AMTRUST ASSICURAZIONI S.P.A.
26262;A000611671;A135S;VITTORIA ASSICURAZIONI S.P.A.
26263;A000611683;A342S;UNISALUTE S.P.A.
26264;A000611683;A505S;UNIPOL ASSICURAZIONI S.P.A.
26265;A000611686;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
26266;A000611686;A183S;ITAS VITA S.P.A.
26267;A000611816;41056;AGRAM LIFE OSIGURANJE DD
26268;A000611816;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26269;A000611816;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26270;A000611816;D969R;ADRIATIC OSIGURANJE D.D.
26271;A000611838;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26272;A000612324;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26273;A000612349;A342S;UNISALUTE S.P.A.
26274;A000612349;A505S;UNIPOL ASSICURAZIONI S.P.A.
26275;A000612504;A342S;UNISALUTE S.P.A.
26276;A000612504;A505S;UNIPOL ASSICURAZIONI S.P.A.
26277;A000612510;A044S;GENERALI ITALIA S.P.A.
26278;A000612510;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26279;A000612510;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26280;A000612585;A342S;UNISALUTE S.P.A.
26281;A000612585;A505S;UNIPOL ASSICURAZIONI S.P.A.
26282;A000612591;A044S;GENERALI ITALIA S.P.A.
26283;A000612591;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26284;A000612591;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26285;A000612612;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26286;A000612650;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
26287;A000612783;A037S;AXA ASSICURAZIONI S.P.A.
26288;A000612783;C399R;INTER PARTNER ASSISTANCE SA
26289;A000612952;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
26290;A000612952;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
26291;A000612972;A342S;UNISALUTE S.P.A.
26292;A000612972;A505S;UNIPOL ASSICURAZIONI S.P.A.
26293;A000613300;A342S;UNISALUTE S.P.A.
26294;A000613300;A505S;UNIPOL ASSICURAZIONI S.P.A.
26295;A000613490;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26296;A000613490;A294S;SARA VITA S.P.A.
26297;A000613627;A342S;UNISALUTE S.P.A.
26298;A000613627;A505S;UNIPOL ASSICURAZIONI S.P.A.
26299;A000613717;A342S;UNISALUTE S.P.A.
26300;A000613717;A505S;UNIPOL ASSICURAZIONI S.P.A.
26301;A000613810;A077S;ZURICH INVESTMENTS LIFE S.P.A.
26302;A000613810;D866R;ZURICH INSURANCE EUROPE AG
26303;A000613810;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26304;A000613810;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
26305;A000613810;X497R;ZURICH INSURANCE COMPANY LTD
26306;A000613824;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26307;A000613824;A342S;UNISALUTE S.P.A.
26308;A000613824;A505S;UNIPOL ASSICURAZIONI S.P.A.
26309;A000613910;A342S;UNISALUTE S.P.A.
26310;A000613910;A505S;UNIPOL ASSICURAZIONI S.P.A.
26311;A000613911;A342S;UNISALUTE S.P.A.
26312;A000613911;A505S;UNIPOL ASSICURAZIONI S.P.A.
26313;A000613912;A077S;ZURICH INVESTMENTS LIFE S.P.A.
26314;A000613912;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26315;A000613912;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
26316;A000613912;D866R;ZURICH INSURANCE EUROPE AG
26317;A000613912;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
26318;A000613912;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
26319;A000613912;X497R;ZURICH INSURANCE COMPANY LTD
26320;A000613988;A044S;GENERALI ITALIA S.P.A.
26321;A000613988;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26322;A000613988;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26323;A000614139;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26324;A000614139;A294S;SARA VITA S.P.A.
26325;A000614216;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26326;A000614260;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
26327;A000614310;A044S;GENERALI ITALIA S.P.A.
26328;A000614310;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26329;A000614310;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26330;A000614312;D947R;AIG EUROPE S.A.
26331;A000614316;A044S;GENERALI ITALIA S.P.A.
26332;A000614316;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26333;A000614316;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26334;A000614320;D947R;AIG EUROPE S.A.
26335;A000614378;D947R;AIG EUROPE S.A.
26336;A000614442;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26337;A000614567;D947R;AIG EUROPE S.A.
26338;A000614589;A342S;UNISALUTE S.P.A.
26339;A000614589;A505S;UNIPOL ASSICURAZIONI S.P.A.
26340;A000614789;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26341;A000614789;A294S;SARA VITA S.P.A.
26342;A000614791;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26343;A000614791;A484S;TUTELA LEGALE S.P.A.
26344;A000614791;D952R;LLOYD'S INSURANCE COMPANY SA
26345;A000614823;A342S;UNISALUTE S.P.A.
26346;A000614823;A505S;UNIPOL ASSICURAZIONI S.P.A.
26347;A000614825;D947R;AIG EUROPE S.A.
26348;A000614950;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26349;A000614950;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26350;A000614950;A077S;ZURICH INVESTMENTS LIFE S.P.A.
26351;A000614950;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26352;A000614950;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26353;A000614950;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26354;A000614950;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
26355;A000614950;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
26356;A000614973;A342S;UNISALUTE S.P.A.
26357;A000614973;A505S;UNIPOL ASSICURAZIONI S.P.A.
26358;A000614975;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26359;A000614980;A055X;HDI ASSICURAZIONI S.P.A.
26360;A000615007;A342S;UNISALUTE S.P.A.
26361;A000615007;A505S;UNIPOL ASSICURAZIONI S.P.A.
26362;A000615007;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26363;A000615071;A055X;HDI ASSICURAZIONI S.P.A.
26364;A000615099;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26365;A000615099;A463S;ALLIANZ SOCIETA' PER AZIONI
26366;A000615099;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
26367;A000615099;D878R;ALLIANZ GLOBAL LIFE DAC
26368;A000615099;D891R;AWP P&C S.A.
26369;A000615099;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
26370;A000615416;A458S;SACE BT S.P.A.
26371;A000615419;A055X;HDI ASSICURAZIONI S.P.A.
26372;A000615419;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26373;A000615419;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26374;A000615505;A055X;HDI ASSICURAZIONI S.P.A.
26375;A000615505;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26376;A000615512;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26377;A000615512;D952R;LLOYD'S INSURANCE COMPANY SA
26378;A000615514;A342S;UNISALUTE S.P.A.
26379;A000615514;A505S;UNIPOL ASSICURAZIONI S.P.A.
26380;A000615551;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
26381;A000615551;A294S;SARA VITA S.P.A.
26382;A000615552;A135S;VITTORIA ASSICURAZIONI S.P.A.
26383;A000615567;A135S;VITTORIA ASSICURAZIONI S.P.A.
26384;A000615743;A055X;HDI ASSICURAZIONI S.P.A.
26385;A000615743;C218R;HDI GLOBAL SE
26386;A000615743;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
26387;A000615762;A044S;GENERALI ITALIA S.P.A.
26388;A000615762;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
26389;A000615762;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26390;A000615918;A055X;HDI ASSICURAZIONI S.P.A.
26391;A000615979;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26392;A000615979;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26393;A000615979;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
26394;A000615982;A055X;HDI ASSICURAZIONI S.P.A.
26395;A000615982;C218R;HDI GLOBAL SE
26396;A000615982;D924R;HDI GLOBAL SPECIALTY SE
26397;A000615982;D937R;ATRADIUS CRÉDITO Y CAUCIÓN S.A. DE SEGUROS Y REASEGUROS
26398;A000616049;A135S;VITTORIA ASSICURAZIONI S.P.A.
26399;A000616085;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
26400;A000616085;A463S;ALLIANZ SOCIETA' PER AZIONI
26401;A000616085;D891R;AWP P&C S.A.
26402;A000616085;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
26403;A000616098;A055X;HDI ASSICURAZIONI S.P.A.
26404;A000616098;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
26405;A000616108;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26406;A000616108;A484S;TUTELA LEGALE S.P.A.
26407;A000616108;D952R;LLOYD'S INSURANCE COMPANY SA
26408;A000616128;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26409;A000616128;A463S;ALLIANZ SOCIETA' PER AZIONI
26410;A000616213;A135S;VITTORIA ASSICURAZIONI S.P.A.
26411;A000616213;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
26412;A000616285;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
26413;A000616416;A463S;ALLIANZ SOCIETA' PER AZIONI
26414;A000616431;A055X;HDI ASSICURAZIONI S.P.A.
26415;A000616431;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
26416;A000616431;A390S;EUROP ASSISTANCE ITALIA S.P.A.
26417;A000616431;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
26418;A000616431;C399R;INTER PARTNER ASSISTANCE SA
